Gene	Wave	query name	accession
Pa_1_4660	0	DNA_pol_phi	PF04931.16
Pa_1_4670	0	Proteasome	PF00227.29
Pa_1_4680	0	HET	PF06985.14
Pa_1_4690	0	An_peroxidase	PF03098.18
Pa_1_470	0	FAD_binding_2	PF00890.27
Pa_1_4700	0	#N/A	#N/A
Pa_1_4710	0	Methyltransf_11	PF08241.15
Pa_1_4720	0	#N/A	#N/A
Pa_1_4730	0	MFS_1	PF07690.19
Pa_1_4740	Wave IV	TauD	PF02668.19
Pa_1_4750	0	#N/A	#N/A
Pa_1_4760	0	Ribosomal_L44	PF00935.22
Pa_1_4770	0	DUF3433	PF11915.11
Pa_1_4780	0	Chitin_bind_1	PF00187.22
Pa_1_4790	0	bZIP_1	PF00170.24
Pa_1_480	0	Pectate_lyase_3	PF12708.10
Pa_1_4800	0	CFEM	PF05730.14
Pa_1_4810	0	Glyco_hydro_3	PF00933.24
Pa_1_4820	0	Prok-RING_4	PF14447.9
Pa_1_4830	0	STI1	PF17830.4
Pa_1_4840	0	Isochorismatase	PF00857.23
Pa_1_4850	0	HMG-CoA_red	PF00368.21
Pa_1_4860	Wave II	MFS_1	PF07690.19
Pa_1_4870	0	CBM_1	PF00734.21
Pa_1_4880	0	Kre9_KNH	PF10342.12
Pa_1_4890	0	MFS_1	PF07690.19
Pa_1_4900	0	#N/A	#N/A
Pa_1_4910	Wave IV	RNA_pol_Rpc34	PF05158.15
Pa_1_4920	0	Pro_isomerase	PF00160.24
Pa_1_493	0	#N/A	#N/A
Pa_1_4930	0	ENTH	PF01417.23
Pa_1_4935	0	#N/A	#N/A
Pa_1_4940	0	Fungal_trans_2	PF11951.11
Pa_1_495	0	#N/A	#N/A
Pa_1_4950	0	Hemerythrin	PF01814.26
Pa_1_4960	0	#N/A	#N/A
Pa_1_4970	0	#N/A	#N/A
Pa_1_4980	0	#N/A	#N/A
Pa_1_4990	0	#N/A	#N/A
Pa_1_50	0	#N/A	#N/A
Pa_1_500	0	AA9	PF03443.17
Pa_1_5000	0	SET	PF00856.31
Pa_1_5005	0	#N/A	#N/A
Pa_1_5010	Wave V	#N/A	#N/A
Pa_1_5015	0	#N/A	#N/A
Pa_1_5020	0	FAD_binding_8	PF08022.15
Pa_1_5023	Wave III	#N/A	#N/A
Pa_1_5027	0	#N/A	#N/A
Pa_1_5030	0	SET	PF00856.31
Pa_1_5070	0	Alpha_kinase	PF02816.21
Pa_1_5075	0	#N/A	#N/A
Pa_1_5080	0	#N/A	#N/A
Pa_1_5090	0	#N/A	#N/A
Pa_1_510	0	Ank	PF00023.33
Pa_1_5100	0	GST_C	PF00043.28
Pa_1_5110	0	3Beta_HSD	PF01073.22
Pa_1_5120	0	PAP2	PF01569.24
Pa_1_5130	Wave IV	Peptidase_S28	PF05577.15
Pa_1_5140	Wave IV	ADH_zinc_N	PF00107.29
Pa_1_5150	Wave V	ADH_N	PF08240.15
Pa_1_5160	0	Fungal_trans	PF04082.21
Pa_1_5170	0	MFS_1	PF07690.19
Pa_1_5180	0	Bgal_small_N	PF02929.20
Pa_1_5190	0	PALP	PF00291.28
Pa_1_520	0	#N/A	#N/A
Pa_1_5200	0	MFS_1	PF07690.19
Pa_1_5210	0	Acyl_transf_1	PF00698.24
Pa_1_5220	0	Abhydrolase_6	PF12697.10
Pa_1_5230	Wave I	MFS_1	PF07690.19
Pa_1_5240	Wave I	EthD	PF07110.14
Pa_1_5250	Wave II	CFEM	PF05730.14
Pa_1_5260	Wave II	#N/A	#N/A
Pa_1_5270	0	#N/A	#N/A
Pa_1_5280	0	RNase_PH	PF01138.24
Pa_1_5290	0	OST3_OST6	PF04756.16
Pa_1_530	0	Glyco_hydro_75	PF07335.14
Pa_1_5300	0	Vta1	PF04652.19
Pa_1_5310	0	#N/A	#N/A
Pa_1_5320	0	JAB	PF01398.24
Pa_1_5330	0	Hist_deacetyl	PF00850.22
Pa_1_5340	0	Abhydrolase_1	PF00561.23
Pa_1_5350	0	#N/A	#N/A
Pa_1_5360	Wave IV	ThrE	PF06738.15
Pa_1_5370	0	Peptidase_A4	PF01828.20
Pa_1_5380	0	Amidoligase_2	PF12224.11
Pa_1_5390	0	Ldh_1_C	PF02866.21
Pa_1_540	0	#N/A	#N/A
Pa_1_5400	0	AA_permease	PF00324.24
Pa_1_5410	0	Ribonuc_L-PSP	PF01042.24
Pa_1_5420	0	Aldedh	PF00171.25
Pa_1_5430	0	Amidohydro_2	PF04909.17
Pa_1_5440	0	Amidohydro_1	PF01979.23
Pa_1_5450	Wave V	2OG-FeII_Oxy_3	PF13640.9
Pa_1_5460	0	adh_short	PF00106.28
Pa_1_5470	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_5480	0	#N/A	#N/A
Pa_1_5485	Wave IV	#N/A	#N/A
Pa_1_5490	Wave I	adh_short	PF00106.28
Pa_1_55	0	#N/A	#N/A
Pa_1_550	0	#N/A	#N/A
Pa_1_5500	0	MFS_1	PF07690.19
Pa_1_5510	0	#N/A	#N/A
Pa_1_5520	Wave II	HET	PF06985.14
Pa_1_5530	0	DUF2205	PF10224.12
Pa_1_5540	0	Ceramidase	PF05875.15
Pa_1_5550	0	HET	PF06985.14
Pa_1_5555	0	p450	PF00067.25
Pa_1_5560	0	AAA_16	PF13191.9
Pa_1_5570	0	#N/A	#N/A
Pa_1_5580	Wave IV	#N/A	#N/A
Pa_1_5590	0	MFS_1	PF07690.19
Pa_1_560	0	DUF5427	PF10310.12
Pa_1_5600	0	AA_permease	PF00324.24
Pa_1_5610	0	#N/A	#N/A
Pa_1_5615	Wave IV	#N/A	#N/A
Pa_1_5620	Wave IV	S-methyl_trans	PF02574.19
Pa_1_5630	0	DUF1996	PF09362.13
Pa_1_5640	0	DUF917	PF06032.15
Pa_1_5650	Wave IV	Na_Ca_ex	PF01699.27
Pa_1_5655	0	#N/A	#N/A
Pa_1_5660	0	#N/A	#N/A
Pa_1_5670	0	ANAPC4_WD40	PF12894.10
Pa_1_5680	0	Glyco_transf_20	PF00982.24
Pa_1_5690	0	Aminotran_4	PF01063.22
Pa_1_570	0	HET	PF06985.14
Pa_1_5700	0	K_trans	PF02705.19
Pa_1_5710	0	#N/A	#N/A
Pa_1_5720	0	MutS_III	PF05192.21
Pa_1_5730	0	#N/A	#N/A
Pa_1_5740	Wave I	Tyosinase_C	PF18132.4
Pa_1_5750	0	Methyltransf_11	PF08241.15
Pa_1_5760	0	Erv26	PF04148.16
Pa_1_5765	Wave IV	#N/A	#N/A
Pa_1_5770	0	7tm_2	PF00002.27
Pa_1_5780	0	DAO	PF01266.27
Pa_1_5790	0	MFS_1	PF07690.19
Pa_1_58	0	#N/A	#N/A
Pa_1_580	0	HET	PF06985.14
Pa_1_5800	Wave IV	#N/A	#N/A
Pa_1_5810	0	Peptidase_S8	PF00082.25
Pa_1_5820	0	Dynamin_M	PF01031.23
Pa_1_5830	0	NTPase_I-T	PF01931.21
Pa_1_5840	0	PHM7_cyt	PF14703.9
Pa_1_5850	0	Iso_dh	PF00180.23
Pa_1_5860	0	#N/A	#N/A
Pa_1_5870	Wave II	#N/A	#N/A
Pa_1_5880	Wave IV	AltA1	PF16541.8
Pa_1_5890	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_590	0	#N/A	#N/A
Pa_1_5900	0	Thioredoxin_7	PF13899.9
Pa_1_5910	0	Ecm29	PF13001.10
Pa_1_5915	0	#N/A	#N/A
Pa_1_5920	0	Nup35_RRM_2	PF14605.9
Pa_1_5930	Wave II	GFA	PF04828.17
Pa_1_5940	0	#N/A	#N/A
Pa_1_5950	0	AA_permease	PF00324.24
Pa_1_5960	0	Asp	PF00026.26
Pa_1_5970	Wave V	peroxidase	PF00141.26
Pa_1_5975	Wave II	#N/A	#N/A
Pa_1_5980	0	#N/A	#N/A
Pa_1_5990	0	CBM_1	PF00734.21
Pa_1_60	0	#N/A	#N/A
Pa_1_600	Wave II	Abhydrolase_1	PF00561.23
Pa_1_6000	0	BD-FAE	PF20434.1
Pa_1_6010	0	#N/A	#N/A
Pa_1_6013	Wave IV	#N/A	#N/A
Pa_1_6014	0	#N/A	#N/A
Pa_1_6015	Wave II	VWA	PF00092.31
Pa_1_6020	0	MatE	PF01554.21
Pa_1_6030	0	#N/A	#N/A
Pa_1_6040	0	DUF4360	PF14273.9
Pa_1_6050	0	Form_Nir_trans	PF01226.20
Pa_1_6060	0	#N/A	#N/A
Pa_1_6070	0	MFS_1	PF07690.19
Pa_1_6080	0	DUF3237	PF11578.11
Pa_1_6090	0	#N/A	#N/A
Pa_1_610	0	Ribosomal_L14	PF00238.22
Pa_1_6100	0	HLH	PF00010.29
Pa_1_6110	0	#N/A	#N/A
Pa_1_6115	0	#N/A	#N/A
Pa_1_6120	Wave IV	DHDPS	PF00701.25
Pa_1_6130	0	Chromo	PF00385.27
Pa_1_6140	0	Pam17	PF08566.13
Pa_1_615	0	malic	PF00390.22
Pa_1_6150	0	Rhodanese	PF00581.23
Pa_1_6160	0	SLX9	PF15341.9
Pa_1_6170	0	Peptidase_C48	PF02902.22
Pa_1_618	Wave II	#N/A	#N/A
Pa_1_6180	0	#N/A	#N/A
Pa_1_6190	0	NAD_Gly3P_dh_C	PF07479.17
Pa_1_620	Wave II	Glyco_tranf_2_3	PF13641.9
Pa_1_6200	0	GDE_C	PF06202.17
Pa_1_6210	0	#N/A	#N/A
Pa_1_6220	0	Zn_clus	PF00172.21
Pa_1_6230	0	#N/A	#N/A
Pa_1_6240	0	DnaJ	PF00226.34
Pa_1_6250	0	DnaJ	PF00226.34
Pa_1_6260	0	#N/A	#N/A
Pa_1_6265	0	#N/A	#N/A
Pa_1_6270	0	#N/A	#N/A
Pa_1_6280	0	CorA	PF01544.21
Pa_1_6290	0	#N/A	#N/A
Pa_1_630	Wave V	MFS_1	PF07690.19
Pa_1_6300	0	Sod_Cu	PF00080.23
Pa_1_6310	0	RraA-like	PF03737.18
Pa_1_6320	0	#N/A	#N/A
Pa_1_6330	0	EFG_C	PF00679.27
Pa_1_6340	0	Iso_dh	PF00180.23
Pa_1_6350	0	#N/A	#N/A
Pa_1_6360	0	Ribosomal_S8	PF00410.22
Pa_1_6370	0	#N/A	#N/A
Pa_1_6380	0	MFS_1	PF07690.19
Pa_1_6390	0	Flavodoxin_2	PF02525.20
Pa_1_640	0	#N/A	#N/A
Pa_1_6400	0	Yae1_N	PF09811.12
Pa_1_6410	0	Amidase	PF01425.24
Pa_1_6420	0	DUF3433	PF11915.11
Pa_1_6430	0	Asp	PF00026.26
Pa_1_6440	0	#N/A	#N/A
Pa_1_6450	0	Aminotran_1_2	PF00155.24
Pa_1_6460	0	ABC_tran	PF00005.30
Pa_1_6470	0	#N/A	#N/A
Pa_1_6480	0	Dynamin_N	PF00350.26
Pa_1_6490	Wave IV	#N/A	#N/A
Pa_1_650	0	DUF3844	PF12955.10
Pa_1_6500	0	Thioredoxin_4	PF13462.9
Pa_1_6510	0	COX24_C	PF08213.14
Pa_1_6520	0	Peptidase_M16	PF00675.23
Pa_1_6530	0	zf-C3HC4	PF00097.28
Pa_1_6540	0	DUF3752	PF12572.11
Pa_1_6550	0	Clathrin	PF00637.23
Pa_1_6560	0	PIG-P	PF08510.15
Pa_1_6570	0	D-ser_dehydrat	PF14031.9
Pa_1_6580	0	Actin	PF00022.22
Pa_1_6590	0	DUF3591	PF12157.11
Pa_1_660	0	NTR2	PF15458.9
Pa_1_6600	0	SRF-TF	PF00319.21
Pa_1_6610	0	Psg1	PF14610.9
Pa_1_6620	0	#N/A	#N/A
Pa_1_6630	0	FRG1	PF06229.15
Pa_1_6640	0	Glyco_hydro_31	PF01055.29
Pa_1_6650	0	MFS_1	PF07690.19
Pa_1_6660	0	#N/A	#N/A
Pa_1_6670	0	#N/A	#N/A
Pa_1_6675	0	#N/A	#N/A
Pa_1_6680	Wave IV	#N/A	#N/A
Pa_1_6690	0	Prenyltrans	PF00432.24
Pa_1_670	0	#N/A	#N/A
Pa_1_6700	0	RhoGAP	PF00620.30
Pa_1_6710	0	RRS1	PF04939.15
Pa_1_6720	0	DAP3	PF10236.12
Pa_1_6730	0	AAA_5	PF07728.17
Pa_1_6740	0	AAA	PF00004.32
Pa_1_675	0	LSM	PF01423.25
Pa_1_6750	0	WD40	PF00400.35
Pa_1_6760	0	Hexokinase_1	PF00349.24
Pa_1_6770	0	Cys_Met_Meta_PP	PF01053.23
Pa_1_6780	0	DUF202	PF02656.18
Pa_1_6790	0	#N/A	#N/A
Pa_1_680	0	WW	PF00397.29
Pa_1_6800	0	OTT_1508_deam	PF14441.9
Pa_1_6810	Wave V	NAD_binding_10	PF13460.9
Pa_1_6820	0	Glyco_transf_28	PF03033.23
Pa_1_6830	0	Mito_carr	PF00153.30
Pa_1_6840	0	CBS	PF00571.31
Pa_1_6850	Wave V	#N/A	#N/A
Pa_1_6860	0	Epimerase	PF01370.24
Pa_1_6870	0	F_actin_cap_B	PF01115.20
Pa_1_6880	0	Glyco_transf_22	PF03901.20
Pa_1_6885	0	#N/A	#N/A
Pa_1_6890	0	Chlorophyllase2	PF12740.10
Pa_1_690	0	Peptidase_C14	PF00656.25
Pa_1_6900	0	#N/A	#N/A
Pa_1_6910	0	Mito_carr	PF00153.30
Pa_1_6920	0	Metallophos	PF00149.31
Pa_1_6930	0	SUR7	PF06687.15
Pa_1_6940	0	Ezh2_MCSS	PF18600.4
Pa_1_6950	0	TPR_14	PF13428.9
Pa_1_6960	0	peroxidase	PF00141.26
Pa_1_6970	0	CSTF_C	PF14304.9
Pa_1_6980	0	Band_7	PF01145.28
Pa_1_6990	0	Rad60-SLD	PF11976.11
Pa_1_70	0	Cutinase	PF01083.25
Pa_1_700	Wave II	#N/A	#N/A
Pa_1_7000	0	Elongin_A	PF06881.14
Pa_1_7010	0	THOC7	PF05615.16
Pa_1_7020	0	TBCA	PF02970.19
Pa_1_7030	0	Cation_ATPase	PF13246.9
Pa_1_7040	0	Proteasome	PF00227.29
Pa_1_7050	0	TUG-UBL1	PF11470.11
Pa_1_7060	0	Ribosomal_L36e	PF01158.21
Pa_1_7070	0	#N/A	#N/A
Pa_1_7080	Wave IV	#N/A	#N/A
Pa_1_7090	0	Lipase_3	PF01764.28
Pa_1_710	0	MFS_1	PF07690.19
Pa_1_7100	0	,14.3.3	PF00244.23
Pa_1_7110	0	ATP11	PF06644.14
Pa_1_7120	0	#N/A	#N/A
Pa_1_7130	0	Ank	PF00023.33
Pa_1_7140	0	MFS_1	PF07690.19
Pa_1_7150	0	Fungal_trans	PF04082.21
Pa_1_7160	0	#N/A	#N/A
Pa_1_7170	0	AA_permease	PF00324.24
Pa_1_7180	0	Glyco_hydro_47	PF01532.23
Pa_1_7190	0	Autophagy_act_C	PF03987.18
Pa_1_720	0	FMN_dh	PF01070.21
Pa_1_7200	0	RRM_1	PF00076.25
Pa_1_7210	0	ANAPC4_WD40	PF12894.10
Pa_1_7220	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_7230	0	OPA3	PF07047.15
Pa_1_7240	Wave IV	#N/A	#N/A
Pa_1_7243	0	Goodbye	PF17109.8
Pa_1_7245	0	TPR_1	PF00515.31
Pa_1_7250	0	#N/A	#N/A
Pa_1_7260	0	SBDS	PF01172.21
Pa_1_7270	0	RhoGEF	PF00621.23
Pa_1_7280	0	GRASP55_65	PF04495.17
Pa_1_7290	0	Arf	PF00025.24
Pa_1_730	0	#N/A	#N/A
Pa_1_7300	0	Glyoxal_oxid_N	PF07250.14
Pa_1_7308	0	#N/A	#N/A
Pa_1_7310	0	RRN3	PF05327.14
Pa_1_7320	0	CBFD_NFYB_HMF	PF00808.26
Pa_1_7330	0	Prefoldin_2	PF01920.23
Pa_1_7340	0	Cmc1	PF08583.13
Pa_1_7350	0	ATG17_like	PF04108.15
Pa_1_7360	0	Dus	PF01207.20
Pa_1_7370	0	Abhydrolase_1	PF00561.23
Pa_1_7380	0	TRP	PF06011.15
Pa_1_7390	0	HMG_box	PF00505.22
Pa_1_740	0	NIF	PF03031.21
Pa_1_7400	0	#N/A	#N/A
Pa_1_7410	0	Cnd2	PF05786.17
Pa_1_7420	0	Na_Ca_ex	PF01699.27
Pa_1_7430	0	PMM	PF03332.16
Pa_1_7440	0	PhoD_2	PF19050.3
Pa_1_7450	0	MFS_1	PF07690.19
Pa_1_7460	0	Hist_deacetyl	PF00850.22
Pa_1_7470	0	ING	PF12998.10
Pa_1_7480	0	UDPGP	PF01704.21
Pa_1_7490	0	DUF3605	PF12239.11
Pa_1_75	0	#N/A	#N/A
Pa_1_750	0	#N/A	#N/A
Pa_1_7500	0	FolB	PF02152.21
Pa_1_7510	0	#N/A	#N/A
Pa_1_7520	Wave IV	Glyco_hydro_7	PF00840.23
Pa_1_7530	0	#N/A	#N/A
Pa_1_7540	0	Fungal_trans	PF04082.21
Pa_1_7560	0	#N/A	#N/A
Pa_1_7570	0	URO-D	PF01208.20
Pa_1_7580	0	FR47	PF08445.13
Pa_1_7590	0	DUF3602	PF12223.11
Pa_1_760	0	#N/A	#N/A
Pa_1_7600	0	Velvet	PF11754.11
Pa_1_7610	0	RhoGEF	PF00621.23
Pa_1_7620	0	RVT_1	PF00078.30
Pa_1_7630	0	MBOAT_2	PF13813.9
Pa_1_7640	0	Aminotran_5	PF00266.22
Pa_1_7650	0	AAA	PF00004.32
Pa_1_7660	0	Aldedh	PF00171.25
Pa_1_7670	0	Calreticulin	PF00262.21
Pa_1_7680	0	Aldolase_II	PF00596.24
Pa_1_7690	0	#N/A	#N/A
Pa_1_770	0	#N/A	#N/A
Pa_1_7700	0	adh_short	PF00106.28
Pa_1_7710	0	Sld5	PF05916.14
Pa_1_7720	0	#N/A	#N/A
Pa_1_7730	0	Arrestin_C	PF02752.25
Pa_1_7740	0	F-box	PF00646.36
Pa_1_7750	0	FAD_binding_3	PF01494.22
Pa_1_7760	0	adh_short	PF00106.28
Pa_1_7770	0	Indigoidine_A	PF04227.15
Pa_1_7780	0	#N/A	#N/A
Pa_1_7790	0	ANAPC4_WD40	PF12894.10
Pa_1_780	0	#N/A	#N/A
Pa_1_7800	0	#N/A	#N/A
Pa_1_7810	0	Sec20	PF03908.16
Pa_1_7820	0	MRP_L53	PF10780.12
Pa_1_7830	0	Pyrophosphatase	PF00719.22
Pa_1_7840	0	C2	PF00168.33
Pa_1_7850	0	ArfGap	PF01412.21
Pa_1_7860	0	FHA	PF00498.29
Pa_1_7870	0	PCI	PF01399.30
Pa_1_7880	0	DnaJ	PF00226.34
Pa_1_7890	0	,14.3.3	PF00244.23
Pa_1_7895	0	IATP	PF04568.15
Pa_1_790	0	OPT	PF03169.18
Pa_1_7900	0	Nsp1_C	PF05064.16
Pa_1_7910	0	DUF5102	PF17104.8
Pa_1_7920	0	#N/A	#N/A
Pa_1_7930	0	eIF2_C	PF09173.14
Pa_1_7940	0	#N/A	#N/A
Pa_1_7950	0	AAA_17	PF13207.9
Pa_1_7960	0	Mitoc_mL59	PF18126.4
Pa_1_7970	0	DEAD	PF00270.32
Pa_1_7980	0	Mito_carr	PF00153.30
Pa_1_7990	0	TspO_MBR	PF03073.18
Pa_1_80	0	Abhydrolase_1	PF00561.23
Pa_1_800	0	Asp	PF00026.26
Pa_1_8000	0	ARS2	PF04959.16
Pa_1_8010	0	Cpn60_TCP1	PF00118.27
Pa_1_8020	0	AAA	PF00004.32
Pa_1_8030	0	#N/A	#N/A
Pa_1_8040	0	RRM_1	PF00076.25
Pa_1_8050	0	STIMATE	PF12400.11
Pa_1_8060	0	Tyosinase_C	PF18132.4
Pa_1_8070	0	RNA_pol_Rpa2_4	PF06883.15
Pa_1_8080	Wave V	DUF6546	PF20183.1
Pa_1_8090	0	Arf	PF00025.24
Pa_1_810	0	#N/A	#N/A
Pa_1_8100	0	Ribosomal_S9	PF00380.22
Pa_1_8110	0	RCR	PF12273.11
Pa_1_8120	0	#N/A	#N/A
Pa_1_8130	0	#N/A	#N/A
Pa_1_8140	0	#N/A	#N/A
Pa_1_8150	0	#N/A	#N/A
Pa_1_8160	0	Ppx-GppA	PF02541.19
Pa_1_8170	Wave II	O-FucT	PF10250.12
Pa_1_8180	0	#N/A	#N/A
Pa_1_8190	0	Per1	PF04080.16
Pa_1_820	0	BNR_4	PF15892.8
Pa_1_8200	0	Acetyltransf_3	PF13302.10
Pa_1_8210	0	COPIIcoated_ERV	PF07970.15
Pa_1_8215	0	#N/A	#N/A
Pa_1_8220	0	#N/A	#N/A
Pa_1_8225	0	#N/A	#N/A
Pa_1_8230	0	Sel1	PF08238.15
Pa_1_8240	0	Pr_beta_C	PF12465.11
Pa_1_8250	0	#N/A	#N/A
Pa_1_8260	0	ER_lumen_recept	PF00810.21
Pa_1_8270	0	Cyt-b5	PF00173.31
Pa_1_8280	0	DUF5519	PF17648.4
Pa_1_8284	0	#N/A	#N/A
Pa_1_8287	Wave III	#N/A	#N/A
Pa_1_8290	0	#N/A	#N/A
Pa_1_830	Wave IV	MFS_1	PF07690.19
Pa_1_8300	0	CCDC90-like	PF07798.14
Pa_1_8310	0	Methyltr_RsmB-F	PF01189.20
Pa_1_8320	0	Clathrin	PF00637.23
Pa_1_8330	0	ATP-grasp	PF02222.25
Pa_1_8340	0	MPC	PF03650.16
Pa_1_8350	0	LSM	PF01423.25
Pa_1_8360	0	Ribosomal_L5	PF00281.22
Pa_1_8370	0	#N/A	#N/A
Pa_1_8380	0	Carb_kinase	PF01256.20
Pa_1_8390	0	ATP-synt_ab	PF00006.28
Pa_1_840	0	CDH-cyt	PF16010.8
Pa_1_8400	0	#N/A	#N/A
Pa_1_8410	0	#N/A	#N/A
Pa_1_8420	0	#N/A	#N/A
Pa_1_8430	0	DPPIV_N	PF00930.24
Pa_1_8440	0	YbjQ_1	PF01906.20
Pa_1_8450	0	GH131_N	PF18271.4
Pa_1_8460	0	#N/A	#N/A
Pa_1_8470	0	PRA1	PF03208.22
Pa_1_8475	0	#N/A	#N/A
Pa_1_8480	0	MFS_1	PF07690.19
Pa_1_8490	0	2EXR	PF20150.2
Pa_1_85	0	#N/A	#N/A
Pa_1_850	0	Zip	PF02535.25
Pa_1_8500	0	PITH	PF06201.16
Pa_1_8510	0	#N/A	#N/A
Pa_1_8520	0	PH	PF00169.32
Pa_1_8530	0	#N/A	#N/A
Pa_1_8540	Wave IV	#N/A	#N/A
Pa_1_8545	0	#N/A	#N/A
Pa_1_8550	0	#N/A	#N/A
Pa_1_8560	0	#N/A	#N/A
Pa_1_8570	0	G-patch	PF01585.26
Pa_1_8580	0	COX17	PF05051.16
Pa_1_8590	0	Telomere_reg-2	PF10193.12
Pa_1_860	0	#N/A	#N/A
Pa_1_8600	0	E2_bind	PF08825.13
Pa_1_8610	0	RNA_pol_A_bac	PF01000.29
Pa_1_8620	0	Complex1_49kDa	PF00346.22
Pa_1_8630	0	#N/A	#N/A
Pa_1_8640	0	FAD_binding_3	PF01494.22
Pa_1_8650	0	#N/A	#N/A
Pa_1_8660	0	ABC1	PF03109.19
Pa_1_8670	0	Sua5_C	PF03481.16
Pa_1_8680	0	Clat_adaptor_s	PF01217.23
Pa_1_8690	0	MCM	PF00493.26
Pa_1_870	0	#N/A	#N/A
Pa_1_8700	0	Pil1	PF13805.9
Pa_1_8710	0	#N/A	#N/A
Pa_1_8720	0	Ribophorin_I	PF04597.17
Pa_1_8730	0	#N/A	#N/A
Pa_1_8740	0	#N/A	#N/A
Pa_1_8750	0	ATG22	PF11700.11
Pa_1_8760	0	DUF3602	PF12223.11
Pa_1_8770	0	#N/A	#N/A
Pa_1_8790	0	#N/A	#N/A
Pa_1_880	0	Pro_dh	PF01619.21
Pa_1_8800	0	MFS_1	PF07690.19
Pa_1_8810	0	MutS_I	PF01624.23
Pa_1_8820	0	RRF	PF01765.22
Pa_1_8830	0	#N/A	#N/A
Pa_1_8840	0	Fn3-like	PF14310.9
Pa_1_8850	0	Metallophos	PF00149.31
Pa_1_8860	0	UDG	PF03167.22
Pa_1_8870	0	Msb1-Mug8_dom	PF08101.14
Pa_1_8880	Wave IV	Glyco_hydro_18	PF00704.31
Pa_1_8890	Wave IV	#N/A	#N/A
Pa_1_890	0	CGI-121	PF08617.13
Pa_1_8900	0	#N/A	#N/A
Pa_1_8910	0	PAH	PF02671.24
Pa_1_8915	Wave V	#N/A	#N/A
Pa_1_8920	0	Fer2_3	PF13085.9
Pa_1_8940	0	#N/A	#N/A
Pa_1_8950	0	Chromate_transp	PF02417.18
Pa_1_8960	0	Fungal_trans	PF04082.21
Pa_1_8970	0	FeS_assembly_P	PF01883.22
Pa_1_8980	0	EFG_C	PF00679.27
Pa_1_8990	0	ketoacyl-synt	PF00109.29
Pa_1_90	0	DUF2278	PF10042.12
Pa_1_900	0	Fungal_trans	PF04082.21
Pa_1_9000	0	WD40	PF00400.35
Pa_1_9010	0	Sel1	PF08238.15
Pa_1_9020	0	LRR_4	PF12799.10
Pa_1_9030	0	zf-H2C2_2	PF13465.9
Pa_1_9035	0	#N/A	#N/A
Pa_1_9040	0	Fe_hyd_lg_C	PF02906.17
Pa_1_9050	0	#N/A	#N/A
Pa_1_9060	0	#N/A	#N/A
Pa_1_9065	0	#N/A	#N/A
Pa_1_9070	0	C2	PF00168.33
Pa_1_9080	0	ATP_sub_h	PF10775.12
Pa_1_9090	0	CDH-cyt	PF16010.8
Pa_1_910	Wave IV	FMO-like	PF00743.22
Pa_1_9100	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_9110	0	#N/A	#N/A
Pa_1_9120	0	ANAPC4_WD40	PF12894.10
Pa_1_9130	0	#N/A	#N/A
Pa_1_9140	0	Dus	PF01207.20
Pa_1_9150	0	#N/A	#N/A
Pa_1_9160	0	AIRC	PF00731.23
Pa_1_9170	0	#N/A	#N/A
Pa_1_9180	Wave II	#N/A	#N/A
Pa_1_9190	0	#N/A	#N/A
Pa_1_920	0	SnoaL	PF07366.15
Pa_1_9200	0	RRM_1	PF00076.25
Pa_1_9210	0	#N/A	#N/A
Pa_1_9220	0	Proteasom_Rpn13	PF04683.16
Pa_1_9230	0	Anp1	PF03452.17
Pa_1_9240	0	UQ_con	PF00179.29
Pa_1_9250	0	#N/A	#N/A
Pa_1_9260	0	Cgr1	PF03879.17
Pa_1_9270	0	#N/A	#N/A
Pa_1_9280	0	DUF3818	PF12825.10
Pa_1_9290	0	FAD_binding_2	PF00890.27
Pa_1_930	0	Methyltransf_31	PF13847.9
Pa_1_9300	0	AICARFT_IMPCHas	PF01808.21
Pa_1_9310	0	Glyco_hydro_125	PF06824.14
Pa_1_9320	0	Abhydro_lipase	PF04083.19
Pa_1_9330	0	AAA	PF00004.32
Pa_1_9340	0	#N/A	#N/A
Pa_1_9350	0	#N/A	#N/A
Pa_1_9360	0	FYVE	PF01363.24
Pa_1_9370	0	dCMP_cyt_deam_1	PF00383.26
Pa_1_9380	0	Amino_oxidase	PF01593.27
Pa_1_9390	0	Sec1	PF00995.26
Pa_1_940	0	Helo_like_N	PF17111.8
Pa_1_9400	0	UQ_con	PF00179.29
Pa_1_9410	0	PK_Tyr_Ser-Thr	PF07714.20
Pa_1_9420	0	#N/A	#N/A
Pa_1_9430	0	HGTP_anticodon	PF03129.23
Pa_1_9440	0	AAA_16	PF13191.9
Pa_1_9450	0	ATP-synt	PF00231.22
Pa_1_9460	0	Topo_C_assoc	PF14370.9
Pa_1_9470	0	Glyco_hydro_16	PF00722.24
Pa_1_9480	0	#N/A	#N/A
Pa_1_9490	0	#N/A	#N/A
Pa_1_950	0	#N/A	#N/A
Pa_1_9500	0	Aminotran_1_2	PF00155.24
Pa_1_9510	0	#N/A	#N/A
Pa_1_9520	0	p450	PF00067.25
Pa_1_9530	0	Glyco_hydro_20	PF00728.25
Pa_1_9540	0	zf-CCCH_2	PF14608.9
